arm,cost_mult,cost_pct,mdd_pct,n_days,net_2020,net_2021,net_2022,net_2023,net_2024,net_pct,panel,seed,sharpe,sharpe_2020,sharpe_2021,sharpe_2022,sharpe_2023,sharpe_2024,turnover
Online LSTM,5.0,32.161291814217165,15.603882691739035,1251,,,,,,14.45664392322961,set2,42,0.25558266401397695,,,,,,0.13509999103467582
Online LSTM,1.0,7.10905869312163,22.715325233987073,1251,16.655599910035413,17.970229715391188,9.19118369765965,7.2407590053140405,13.147505502204407,64.20527783060469,set2,43,1.2535562695493345,0.964489371669637,2.4850004136781436,1.0289549099009283,1.0195877326514686,1.8948737309496635,0.14416721674253055
Online LSTM,1.5,10.663588039682445,22.84352122403906,1251,,,,,,60.65074848404388,set2,43,1.1843769584990151,,,,,,0.14416721674253055
Online LSTM,2.0,14.21811738624326,22.971717214091044,1251,,,,,,57.096219137483054,set2,43,1.1151685837582528,,,,,,0.14416721674253055
Online LSTM,3.0,21.32717607936489,23.228109194195024,1251,,,,,,49.987160444361436,set2,43,0.9766670714043216,,,,,,0.14416721674253055
Online LSTM,5.0,35.545293465608154,23.740893154402976,1251,,,,,,35.769043058118164,set2,43,0.6993420715943388,,,,,,0.14416721674253055
Online LSTM,1.0,7.519225573089885,19.389777405903818,1251,18.39415645776813,16.023256123717687,0.8767087141859919,2.2145160481562107,0.939655917077439,38.448293260905466,set2,44,0.7206050032225717,1.062078021949808,1.8209621224976043,0.0904967030308008,0.31179882018229355,0.13112811372410854,0.1469219555924165
Online LSTM,1.5,11.278838359634829,19.53838763331718,1251,,,,,,34.688680474360524,set2,44,0.6501843340758439,,,,,,0.1469219555924165
Online LSTM,2.0,15.03845114617977,19.68699786073054,1251,,,,,,30.929067687815575,set2,44,0.5797526962083237,,,,,,0.1469219555924165
Online LSTM,3.0,22.557676719269658,19.98421831555726,1251,,,,,,23.409842114725684,set2,44,0.438859014107511,,,,,,0.1469219555924165
Online LSTM,5.0,37.59612786544943,20.578659225210693,1251,,,,,,8.371390968545917,set2,44,0.15696754981332495,,,,,,0.1469219555924165
Online LSTM,1.0,7.467465658905851,13.00291984853414,1251,23.261272018618662,9.674582122176773,9.642387364199882,-1.8576544149583911,-3.427830543229053,37.29275654680787,set2,45,0.8674998561606043,1.7438560520867732,1.5000205929958121,1.2350103961055752,-0.27085114088821044,-0.5230427087411426,0.1473935445505604
